id,Title,Year,Runtime,Rating,Language,Country
473,Kalotaszeg nagyasszonya,2001,210 min,,Hungarian,Hungary
474,Takedown,2000,96 min,6.3,English,USA
475,The Art of War,2000,117 min,5.7,English,"USA, Canada"
476,Charlie's Angels,2000,98 min,5.5,"English, German, Finnish, Japanese, Cantonese","USA, Germany"
477,Desperate But Not Serious,2000,94 min,4.1,English,USA
478,Eye See You,2002,96 min,5.3,English,"Germany, USA"
479,Duty Dating,2002,94 min,5.2,English,USA
480,Easter,2002,90 min,7.6,,USA
481,The Unscarred,2000,92 min,6.0,English,"UK, Germany"
482,Fat Chance,1999,90 min,4.8,English,USA
483,Final Solution,2001,102 min,6.9,"English, Afrikaans, Xhosa",USA
484,Four Dogs Playing Poker,2000,97 min,5.6,"English, Spanish",USA
485,The Homeboy,2001,,4.9,English,USA
486,Impostor,2001,95 min,6.2,English,USA
487,The Independent,2000,81 min,6.0,English,USA
488,Internet Love,2000,110 min,3.3,"German, English",Germany
489,Killing Cinderella,2000,,6.5,English,USA
490,Housebound,2000,89 min,4.4,English,USA
491,The Last Great Ride,1999,89 min,4.7,English,"USA, Mexico"
492,Long Lost Love,2001,93 min,6.5,English,USA
493,Lost Souls,2000,97 min,4.8,English,USA
494,Luckytown,2000,101 min,4.7,English,USA
495,More Dogs Than Bones,2000,92 min,4.9,English,USA
496,Moscow,2000,139 min,6.5,Russian,Russia
497,Open Return,2000,,7.2,,USA
498,Ordinary Decent Criminal,2000,93 min,6.4,English,"Ireland, Germany, UK, USA"
499,Other Voices,2000,104 min,5.7,English,USA
500,Passion of Mind,2000,105 min,5.5,"English, French",USA
501,The Perfect Tenant,2000,93 min,4.7,English,USA
502,Blast,2000,88 min,5.8,English,USA
503,Punks,2000,91 min,6.8,English,USA
504,Red Dirt,2000,110 min,6.3,English,USA
505,The Redemption,2000,105 min,6.9,English,USA
506,Breathing Under Water,2000,45 min,6.8,Portuguese,Portugal
507,Rules of Engagement,2000,128 min,6.4,"English, Arabic","UK, Germany, Canada, USA"
508,The Scar,2001,,5.5,English,UK
509,Shades of Darkness,2000,88 min,3.5,English,USA
510,Spooky House,2002,106 min,5.3,English,USA
511,Train Ride,2000,93 min,4.1,English,USA
512,What Lies Beneath,2000,130 min,6.6,English,USA
513,What's the Worst That Could Happen?,2001,94 min,5.5,"English, American Sign Language",USA
514,White Boy,2002,90 min,2.9,English,USA
515,Working Stiff,2001,,6.8,English,USA
516,Steal This Movie,2000,107 min,6.4,English,USA
517,Days of Innocence,2000,,,,
518,Slice & Dice,2000,,6.8,English,USA
519,Max,2000,85 min,4.1,Danish,Denmark
520,Nowhere in Africa,2001,141 min,7.5,"English, Swahili, German",Germany
521,Unseen Evil,2001,93 min,3.4,English,USA
522,Blue Shark Hash,2001,,6.1,English,USA
523,Cast Away,2000,143 min,7.8,"English, Russian",USA
524,Ghost World,2001,111 min,7.3,English,"USA, UK, Germany"
525,Im Lichtbild der Großstadt,2000,1 h 35 min,,,
526,Shaft,2000,99 min,5.9,"English, German, Spanish","Germany, USA"
527,Stained Glass,2000,,,English,USA
528,Trixie,2000,116 min,5.1,English,USA
529,Three Days of Rain,2002,98 min,5.8,English,USA
530,"António, Um Rapaz de Lisboa",2002,116 min,7.0,Portuguese,Portugal
531,Kasbah,2000,99 min,6.0,Spanish,"Spain, Argentina"
532,Déluge,2001,,,,Belgium
533,Hanging Up,2000,94 min,4.9,English,"Germany, USA"
534,Jurassic Park III,2001,92 min,5.9,"English, Spanish",USA
535,The Magic Pudding,2000,80 min,5.8,English,Australia
536,The Operator,2000,102 min,5.5,English,USA
537,Enchanted Interlude,2000,88 min,6.1,French,France
538,Skippy,2001,90 min,3.3,English,USA
539,Dark Water,2001,92 min,5.3,English,Canada
540,The In Crowd,2000,105 min,4.7,English,USA
541,The Debut,2000,88 min,6.5,"English, Tagalog, Filipino",USA
542,Net Worth,2001,94 min,6.0,English,USA
543,The Audrey Hepburn Story,2000,133 min,6.0,"English, German","USA, Canada"
544,The Beach,2000,119 min,6.7,"English, French, Swedish, Thai, Serbian","USA, UK"
545,Bless the Child,2000,107 min,5.1,English,"USA, Germany"
546,City of Ghosts,2002,116 min,6.0,"English, French, Khmer, Russian",USA
547,Hollow Man,2000,112 min,5.8,English,"USA, Germany"
548,The Stonecutter,2000,105 min,9.1,English,USA
549,The Sum of All Fears,2002,124 min,6.4,"English, Russian, Ukrainian, German, Arabic","USA, Germany, Canada"
550,Boltneck,2000,92 min,4.6,English,USA
551,Under Suspicion,2000,110 min,6.5,"English, Spanish, Italian","France, USA"
552,Across the Line,2000,99 min,5.5,English,USA
553,Along Came a Spider,2001,104 min,6.4,"English, Russian","USA, Germany, Canada"
554,Doomsday Man,2000,89 min,4.0,English,USA
555,Early Bird Special,2001,,6.1,English,USA
556,Frannie Lew High,2000,,,English,USA
557,Pipe Dream,2002,91 min,6.1,English,USA
558,Urban Mythology,2000,109 min,7.0,English,USA
559,Vidocq,2001,98 min,6.5,French,France
560,The Virginian,2000,95 min,5.9,English,USA
561,Arcadiak,2000,,,,Canada
562,Couch Taters,2000,,7.9,,USA
563,Highway,2002,97 min,6.2,English,USA
564,Nautilus,2000,97 min,3.7,English,USA
565,Black Sea 213,1998,85 min,3.4,English,USA
566,The Distinct Smell of Red,2000,81 min,6.9,English,USA
567,The Giving Tree,2000,89 min,4.1,English,USA
568,Interstate 60: Episodes of the Road,2002,116 min,7.7,English,"Canada, USA"
569,A látó ember,2000,50 min,,Hungarian,Hungary
570,The NSA,2000,,,English,USA
571,No Pills in Happyland,2001,90 min,8.1,English,USA
572,Revenge,2000,94 min,4.4,English,"Canada, USA"
573,Romeo Must Die,2000,115 min,6.1,"English, Chinese",USA
574,When the Sky Falls,2000,107 min,6.4,English,"UK, Ireland, USA"
575,Bones,2001,96 min,4.2,"English, French, Spanish",USA
576,Daddy and Them,2001,101 min,5.7,English,USA
577,Still Life,2001,90 min,6.2,English,"USA, New Zealand"
578,Finding Kelly,2000,88 min,3.0,English,USA
579,Monkeybone,2001,93 min,4.7,English,USA
580,Screenland Drive,2000,89 min,7.3,English,USA
581,Subconscious Cruelty,2000,92 min,4.9,,Canada
582,Holgi,2000,90 min,6.6,German,Germany
583,Posthumous Memories,2001,101 min,6.8,Portuguese,"Portugal, Brazil"
584,Quartzite's Fall: A Wilderness Tale,2001,,5.8,,USA
585,Spirit: Stallion of the Cimarron,2002,83 min,7.2,English,USA
586,Mulholland Drive,2001,147 min,8.0,"English, Spanish, French","France, USA"
587,Cugini,2001,,6.4,English,USA
588,Desert Saints,2002,88 min,6.0,"English, Latin",USA
589,The Girls' Room,2000,101 min,5.0,English,USA
590,I Dreamed of Africa,2000,114 min,5.7,English,USA
591,The Lord of the Rings: The Two Towers,2002,179 min,8.7,"English, Sindarin, Old English","New Zealand, USA"
592,Race to Space,2001,104 min,5.5,English,"Germany, USA"
593,Red Team,2000,90 min,4.6,English,Canada
594,The Captain's Daughter,2000,130 min,6.5,Russian,"Russia, France"
595,The Boys Behind the Desk,2000,,5.1,English,USA
596,Film,2000,92 min,6.6,"Italian, Serbo-Croatian","Italy, Croatia"
597,Aberdeen,2000,106 min,7.1,English,"UK, Sweden, Norway"
598,A Better Way to Die,2000,101 min,5.7,English,USA
599,Le birdwatcher,2000,84 min,6.2,"French, English, Spanish, Basque","France, Portugal"
600,Bittersweet Motel,2000,82 min,8.0,English,USA
601,"Chicks, Man",2000,93 min,5.7,English,USA
602,The Playaz Court,2000,97 min,5.5,English,USA
603,Dancer in the Dark,2000,140 min,8.0,"English, German, Czech","Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium"
604,Innocents,2000,90 min,4.7,English,"USA, Germany, Canada"
605,Dream Witch,2000,70 min,3.1,,USA
606,Antwone Fisher,2002,120 min,7.3,"English, Japanese",USA
607,When Grandpa Loved Rita Hayworth,2000,90 min,7.0,"German, Czech","Germany, Czech Republic, Switzerland"
608,Hathi,2000,97 min,7.2,"English, Urdu",Canada
609,A Fish Tale,2000,80 min,5.9,Danish,"Germany, Ireland, Denmark, USA, France, Canada, UK, Spain, Estonia, Latvia"
610,Lagaan: Once Upon a Time in India,2001,224 min,8.1,"Hindi, English",India
611,Perfumed Garden: Tales of the Kama Sutra,2000,95 min,3.3,English,"USA, India"
612,Tick Tock,2000,93 min,6.0,English,USA
613,Whatcha Want,2000,,,English,USA
614,Üvegvilágom,2001,,,Hungarian,Hungary
615,Witchblade,2000,94 min,5.6,English,USA
616,Almost Blue,2000,86 min,5.7,Italian,Italy
617,Wild Iris,2001,93 min,6.3,English,USA
618,Hollywood Palms,2001,86 min,5.6,English,USA
619,How the Grinch Stole Christmas,2000,104 min,6.2,English,"USA, Germany"
620,The Land of Oz,2000,,,English,Canada
621,"Lonny, der Aufsteiger",2001,90 min,4.7,German,Germany
622,Morgan's Ferry,2001,91 min,5.6,English,USA
623,Peroxide Passion,2001,84 min,5.8,English,USA
624,The Pooch and the Pauper,2000,88 min,3.8,English,USA
625,Prince of Central Park,2000,109 min,5.2,English,USA
626,The Life of Aleksis Kivi,2001,104 min,6.1,"Finnish, Swedish",Finland
627,Savage Honeymoon,2000,90 min,6.0,,New Zealand
628,South Side Story,2000,,5.5,Italian,Italy
629,Tigerland,2000,101 min,6.9,English,"USA, Germany"
630,Bone,2000,1 h 16 min,,,
631,Generation Ax,2001,78 min,4.6,English,USA
632,Gun Shy,2000,101 min,5.7,English,USA
633,Hamlet,2000,112 min,5.9,English,USA
634,Keeping the Faith,2000,128 min,6.3,"English, Hebrew, Spanish",USA
635,The Kidnapping of Chris Burden,2001,,6.4,English,USA
636,Nurse Betty,2000,110 min,6.1,"English, Spanish","Germany, USA"
637,The Thundering 8th,2000,100 min,7.8,English,USA
638,The Xango from Baker Street,2001,124 min,6.7,"Portuguese, French, English","Brazil, Portugal"
639,Alex l'ariete,2000,122 min,1.8,Italian,Italy
640,Ballen i øyet,2000,81 min,4.7,Norwegian,Norway
641,The Million Dollar Kid,2000,91 min,2.6,English,USA
642,Gladiator,2000,155 min,8.5,English,"USA, UK, Malta, Morocco"
643,He Died with a Felafel in His Hand,2001,107 min,7.1,English,"Australia, Italy"
644,Joe Gould's Secret,2000,104 min,6.6,English,USA
645,L.A.,2000,103 min,,English,Canada
646,Labor Pains,2000,90 min,4.6,"English, Japanese",USA
647,The Apostate,2000,,4.2,English,USA
648,Naked with Loons,2000,102 min,,English,USA
649,Party Crasher: My Bloody Birthday,2000,91 min,3.7,English,USA
650,Play Dead,2001,79 min,5.9,English,USA
651,Zigs,2001,93 min,4.5,English,USA
652,The Sexy Mysterious Murders,2000,75 min,6.1,English,UK
653,Lost in Oz,2000,,5.8,English,USA
654,Cecil B. Demented,2000,87 min,6.3,English,"USA, France"
655,Final Fantasy: The Spirits Within,2001,106 min,6.4,English,"USA, Japan"
656,The Magic of Marciano,2000,100 min,6.5,English,"USA, France"
657,Mirka,2000,107 min,7.2,Italian,"Italy, France, Spain, UK"
658,Pursuit,2001,,,English,USA
659,Storm Damage,2000,95 min,7.0,English,UK
660,Whipped,2000,82 min,4.6,"English, Italian",USA
661,L'arlésien,2000,90 min,,French,France
662,"6,000 Miles from Hollywood",2000,,4.6,,Australia
663,Autumn in New York,2000,103 min,5.7,English,USA
664,Just for the Time Being,2000,79 min,5.9,English,USA
665,Herman U.S.A.,2001,89 min,6.2,English,USA
666,Pig,2001,88 min,5.0,English,USA
667,Retiring Tatiana,2000,108 min,7.3,English,USA
668,Scary Movie,2000,88 min,6.2,English,USA
669,Hangman,2000,,5.5,English,USA
670,The Stone Raft,2002,103 min,5.9,"Spanish, Portuguese","Spain, Portugal, Netherlands"
671,Catch a Falling Star,2000,97 min,6.0,English,"Canada, USA"
672,Trânsito Local,2000,,,Portuguese,Portugal
673,Cherry Falls,2000,92 min,5.2,English,USA
674,O Delfim,2002,88 min,6.8,Portuguese,"France, Portugal"
675,On the Way... By Night,1993,,,,Italy
676,The Story of O: Untold Pleasures,2002,98 min,4.9,English,USA
677,Stunde des Wolfs,2000,90 min,6.4,German,Germany
678,Tripfall,2000,91 min,3.2,English,USA
679,Building Bridges,2000,45 min,6.9,,USA
680,Bullfighter,2000,90 min,2.2,English,USA
681,Delta Force One: The Lost Patrol,2000,93 min,2.7,English,USA
682,Gossip,2000,90 min,5.9,"English, Italian",USA
683,Kids World,2001,93 min,5.2,English,"USA, New Zealand"
684,"The Bank, the President and the Pearl of Africa",2002,85 min,7.8,French,France
685,Once in the Life,2000,107 min,5.3,English,USA
686,The Rowdy Girls,2000,90 min,3.8,English,USA
687,Sample People,2000,97 min,4.4,English,Australia
688,The Strange Case of Señor Computer,2000,91 min,7.2,English,USA
689,All the Wrong Places,2000,95 min,5.3,English,USA
690,Company Man,2000,86 min,5.4,English,"UK, France, USA"
691,"Quem Faz, Quem Vê TV",2001,,,Portuguese,Brazil
692,Hotel Splendide,2000,98 min,6.4,English,"France, UK"
693,In July,2000,99 min,7.7,"German, English, Turkish, Bulgarian, Serbo-Croatian, Romanian",Germany
694,Killer Bud,2001,92 min,4.6,English,USA
695,King of the Jungle,2000,87 min,6.1,English,USA
696,The Perfect Storm,2000,130 min,6.4,English,USA
697,Women of the Night,2001,97 min,4.2,English,USA
698,Stranger Than Fiction,2000,90 min,6.3,English,USA
699,Sunset Strip,2000,90 min,5.7,English,USA
700,Fearless Juan,2000,,,,USA
701,The Invisible Circus,2001,93 min,5.6,English,USA
702,Exit,2000,110 min,5.1,French,France
703,Rhythm & Blues,2000,98 min,5.2,English,"UK, USA"
704,Fatherless,2002,,,,Japan
705,Moonlight Mile,2002,117 min,6.6,"English, Hebrew",USA
706,Coronation,2000,140 min,6.8,Spanish,Chile
707,Dean Quixote,2000,90 min,6.4,English,USA
708,Nice Guys Finish Dead,2001,,,English,USA
709,Fortress 2,2000,92 min,4.6,English,"Luxembourg, USA"
710,The Grizzly Six,2000,,,English,Canada
711,Homeland,2000,58 min,7.9,English,USA
712,The Midnight Hour,2001,91 min,2.9,English,USA
713,Out of Depth,2000,100 min,6.1,English,UK
714,The Proposal,2001,91 min,5.4,English,USA
715,Rancid Aluminum,2000,91 min,3.6,English,UK
716,"South of Heaven, West of Hell",2000,131 min,4.2,English,USA
717,15 Minutes,2001,120 min,6.1,"English, Czech, Russian, Greek, Afrikaans","USA, Germany"
718,Astoria,2000,103 min,7.3,English,USA
719,Rats and Rabbits,2000,90 min,5.0,,"Canada, France"
720,The Confidence Man,2001,94 min,5.4,English,Canada
721,Dark of Night,2000,,4.7,English,USA
722,"Hemingway, the Hunter of Death",2001,,5.2,"English, Spanish","USA, Kenya, Spain, Colombia"
723,Icebreaker,2000,90 min,3.7,English,USA
724,Just Sue Me,2000,,3.8,English,USA
725,Mondialito,2000,100 min,6.4,French,"France, Switzerland"
726,The Adventures of Pluto Nash,2002,95 min,3.8,English,"USA, Australia"
727,Quills,2000,124 min,7.3,"English, Latin","UK, Germany, USA"
728,Requiem for a Dream,2000,102 min,8.3,English,USA
729,Understanding Jane,2001,97 min,7.0,English,UK
730,If You Only Knew,2000,107 min,5.6,English,"Germany, USA"
731,...An Incredible Simulation,2000,60 min,,English,USA
732,Drug Abuse,2000,,7.0,,UK
733,Escanaba in da Moonlight,2001,91 min,6.5,English,USA
734,Everything's Jake,2006,92 min,6.2,English,USA
735,Puss 'n Boots,2000,,,Dutch,Netherlands
736,Hardball,2001,106 min,6.4,"English, German","Germany, USA"
737,La jaula,2000,,6.0,Spanish,Puerto Rico
738,Bossa Nova,2000,95 min,6.5,"Portuguese, English, French, Spanish","Brazil, USA"
739,Not a Day Goes By,2002,71 min,,English,USA
740,Odmazda,2001,103 min,7.2,"Macedonian, Dutch","Belgium, Republic of Macedonia"
741,What Planet Are You From?,2000,105 min,5.6,English,USA
742,Don Quixote,2000,120 min,6.1,English,USA
743,Almost Anything,2001,,5.1,,USA
744,Bar Hopping,2000,89 min,3.9,English,USA
745,Best,2000,102 min,5.6,English,UK
746,Bodywork,2001,92 min,5.4,English,UK
747,Crossing the Rubicon,2002,115 min,4.3,English,USA
748,Finding Forrester,2000,136 min,7.3,"English, German",USA
749,Les frères Soeur,2000,95 min,4.3,French,France
750,In Our Own Hands,2000,85 min,7.3,"English, Hebrew, German",USA
751,Minority Report,2002,145 min,7.6,"English, Swedish",USA
752,Osmosis Jones,2001,95 min,6.3,English,USA
753,Accidents Don't Happen,2001,,6.1,English,USA
754,The Birthday,2000,114 min,5.8,Swedish,Sweden
755,The Specials,2000,82 min,5.8,English,USA
756,Traffic,2000,147 min,7.6,"English, Spanish","USA, Mexico, Germany"
757,Almost Famous,2000,122 min,7.9,"English, French",USA
758,In Praise of Love,2001,97 min,6.5,"French, English","France, Switzerland"
759,A Piece of Eden,2000,106 min,7.0,English,USA
760,Boiler Room,2000,120 min,7.0,"English, Russian",USA
761,The Caveman's Valentine,2001,105 min,5.8,English,"USA, Canada"
762,The Cure for Boredom,2001,87 min,5.8,English,USA
763,Love's Labour's Lost,2000,93 min,6.0,English,"UK, France, USA"
764,Urbania,2000,103 min,6.8,English,USA
765,Belong,2000,,,English,USA
766,Blame It on the Moon,2000,,,,
767,Esther Kahn,2000,142 min,6.7,English,"France, UK"
768,Gentleman B.,2000,89 min,5.3,English,USA
769,Gioco di specchi,2000,95 min,,Italian,Italy
770,Gunblast Vodka,2000,97 min,2.3,"French, Polish, English","Poland, France"
771,Intrepid,2000,90 min,3.4,"English, Russian",USA
772,Love Beat the Hell Outta Me,2000,89 min,3.7,,USA
773,Love Disaster,2000,,,Japanese,Japan
774,A Man Is Mostly Water,2000,110 min,6.1,English,USA
775,"Me, Myself & Irene",2000,116 min,6.6,"English, German",USA
776,Mission to Mars,2000,114 min,5.7,English,"USA, Canada, France"
777,Chocolate com Mostarda,2000,,4.8,,
778,My Mother Frank,2000,95 min,6.6,English,Australia
779,The Old Place,2000,49 min,7.2,French,"France, USA"
780,Out of the Wilderness,2001,98 min,3.6,English,USA
781,The Pavilion,2004,94 min,5.2,English,USA
782,Phone Booth,2002,81 min,7.0,"English, Swahili",USA
783,Pollock,2000,122 min,7.0,English,USA
784,A Knight's Tale,2001,132 min,6.9,"English, French",USA
785,Spanish Judges,2000,98 min,4.9,English,USA
786,Taxi 2,2000,88 min,6.5,"French, Japanese, German",France
787,Undertaker's Paradise,2000,91 min,6.5,English,Germany
788,What I Like About You,2000,90 min,6.1,English,USA
789,Les yeux brouillés,2000,85 min,7.4,French,"France, Canada"
790,A Day in Black and White,2001,80 min,6.9,English,USA
791,Dead Man's Dream,2002,100 min,6.8,English,UK
792,"Farewell, My Love",2000,90 min,4.6,"English, French",USA
793,Ginga tetsudô Three-Nine: Fumetsu no kûkan kidô,2000,,4.8,Japanese,Japan
794,Hundhotellet,2000,68 min,6.9,Swedish,"Sweden, Denmark, Norway"
795,Maryam,2002,87 min,7.0,English,USA
796,O,2001,95 min,6.1,English,USA
797,"Raluy, una noche en el circo",2000,76 min,2.5,Spanish,Spain
798,Reindeer Games,2000,104 min,5.8,English,USA
799,Shanghai Noon,2000,110 min,6.6,"English, Mandarin, Sioux, Spanish","USA, Hong Kong"
800,Snow Day,2000,89 min,5.1,English,USA
801,The Uniform Code,2002,,,English,USA
802,Whispers: An Elephant's Tale,2000,72 min,5.0,English,USA
803,Wonder Boys,2000,107 min,7.2,English,"USA, Germany, UK, Japan"
804,Babaouo,2000,70 min,6.2,,Spain
805,Battlefield Earth,2000,118 min,2.5,English,USA
806,Bullslingers,2000,,,English,USA
807,Toreros,2000,85 min,6.3,French,"Spain, France"
808,Diaries of Darkness,2000,,5.1,,USA
809,Little Nicky,2000,90 min,5.3,English,USA
810,New Year's Day,2000,,6.2,English,UK
811,Run the Wild Fields,2000,101 min,7.1,English,USA
812,Matthew Blackheart: Monster Smasher,2002,94 min,4.7,English,"Canada, USA"
813,Looking for Oscar,2000,,7.0,English,USA
814,Dirk and Betty,2000,92 min,5.1,English,USA
815,Drowning Mona,2000,96 min,5.7,English,USA
816,Frequency,2000,118 min,7.3,English,USA
817,The Guilty,2000,108 min,6.2,English,"UK, USA, Canada"
818,Cowboy Up,2001,105 min,5.6,English,USA
819,A House by the Sea,2000,1 h 33 min,6.3,,
820,Point Doom,2000,100 min,3.7,English,USA
821,Scene da un matrimonio,1999,,,,
822,The Simian Line,2000,106 min,5.6,English,USA
823,Space Cowboys,2000,130 min,6.4,English,USA
824,Sugar & Spice,2001,81 min,5.7,English,USA
825,The Young Unknowns,2000,87 min,4.3,English,USA
826,Bounce,2000,106 min,5.7,English,USA
827,Les Boys III,2001,124 min,5.6,French,Canada
828,Down to You,2000,91 min,5.0,"English, French",USA
